screen,symbol,averageAnalystRating,regularMarketPrice,customPriceAlertConfidence,fiftyTwoWeekRange,sharesOutstanding,fiftyTwoWeekLow,fiftyTwoWeekHigh,regularMarketVolume,averageDailyVolume10Day,averageDailyVolume3Month,marketCap,bookValue,longName
advertising_agencies,OMC,2.4 - Buy,88.76,LOW,72.2 - 99.23,197934000.0,72.2,99.23,1245246.0,1372660.0,1315638.0,17568622592.0,16.312,Omnicom Group Inc.
advertising_agencies,IPG,2.4 - Buy,31.97,LOW,27.2 - 40.95,383004000.0,27.2,40.95,2503951.0,3229320.0,3679943.0,12244637696.0,9.609,"The Interpublic Group of Companies, Inc."
advertising_agencies,WPP,3.5 - Hold,46.5,LOW,41.13 - 64.07,214968000.0,41.13,64.07,116325.0,149660.0,156383.0,9996011520.0,3.395,WPP plc
advertising_agencies,ZD,2.3 - Buy,65.8,HIGH,57.97 - 94.06,45984800.0,57.97,94.06,241784.0,235600.0,282646.0,3025799936.0,39.233,"Ziff Davis, Inc."
advertising_agencies,IAS,1.8 - Buy,14.75,HIGH,9.28 - 20.875,158283008.0,9.28,20.875,520588.0,1312070.0,1037909.0,2334674432.0,5.575,Integral Ad Science Holding Corp.
advertising_agencies,CMPR,1.5 - Strong Buy,73.44,HIGH,26.52 - 83.36,26590000.0,26.52,83.36,105477.0,95360.0,108848.0,1952769664.0,-23.105,Cimpress plc
advertising_agencies,STGW,2.4 - Buy,6.5,HIGH,3.83 - 9.23,121432000.0,3.83,9.23,571154.0,439980.0,792387.0,1775026432.0,2.855,Stagwell Inc.
advertising_agencies,CRTO,2.4 - Buy,24.225,HIGH,22.1 - 36.76,56420400.0,22.1,36.76,242053.0,211940.0,316345.0,1366784256.0,17.869,Criteo S.A.
advertising_agencies,MGNI,2.1 - Buy,9.15,HIGH,6.28 - 15.73,137851008.0,6.28,15.73,912154.0,797420.0,1039779.0,1261336704.0,4.732,"Magnite, Inc."
advertising_agencies,DLX,2.5 - Buy,20.05,LOW,13.61 - 21.97,43692500.0,13.61,21.97,109351.0,209920.0,222246.0,876034560.0,13.707,Deluxe Corporation
advertising_agencies,QNST,1.7 - Buy,11.72,HIGH,6.79 - 18.18,54579000.0,6.79,18.18,163101.0,399690.0,450583.0,639665920.0,4.068,"QuinStreet, Inc."
advertising_agencies,BOC,2.0 - Buy,15.47,LOW,13.55 - 28.3,30249400.0,13.55,28.3,85448.0,114120.0,154058.0,484288352.0,17.281,Boston Omaha Corporation
advertising_agencies,EEX,1.7 - Buy,6.0,LOW,3.26 - 6.42,62892400.0,3.26,6.42,28524.0,49880.0,62514.0,377354400.0,-1.045,"Emerald Holding, Inc."
advertising_agencies,TSQ,1.3 - Strong Buy,10.68,LOW,7.08 - 12.65,13680700.0,7.08,12.65,28981.0,38490.0,40822.0,175763968.0,0.541,"Townsquare Media, Inc."
advertising_agencies,TZOO,1.7 - Buy,9.28,HIGH,4.51 - 10.86,13971800.0,4.51,10.86,60959.0,73520.0,157256.0,129658304.0,0.143,Travelzoo
aerospace_defense,BA,1.8 - Buy,217.7,LOW,176.25 - 267.54,604977024.0,176.25,267.54,11285521.0,12313480.0,6907566.0,131703496704.0,-27.669,The Boeing Company
aerospace_defense,RTX,2.8 - Hold,86.33,LOW,68.56 - 104.91,1437900032.0,68.56,104.91,5277301.0,6835220.0,9728601.0,124133908480.0,48.06,RTX Corporation
aerospace_defense,LMT,2.7 - Hold,463.18,LOW,393.77 - 508.1,248099008.0,393.77,508.1,966475.0,887150.0,1214901.0,114914500608.0,37.547,Lockheed Martin Corporation
aerospace_defense,NOC,2.6 - Hold,481.08,LOW,414.56 - 496.89,150792992.0,414.56,496.89,701359.0,624400.0,729924.0,72543494144.0,105.578,Northrop Grumman Corporation
aerospace_defense,GD,2.1 - Buy,254.81,LOW,202.35 - 261.39,272896992.0,202.35,261.39,1107546.0,1123630.0,1137611.0,69536882688.0,73.261,General Dynamics Corporation
aerospace_defense,TDG,2.0 - Buy,1032.83,LOW,659.59 - 1033.81,55314100.0,659.59,1033.81,146182.0,211250.0,222693.0,57130057728.0,-35.873,TransDigm Group Incorporated
aerospace_defense,LHX,2.2 - Buy,207.8,LOW,160.25 - 219.31,189540000.0,160.25,219.31,1049640.0,1102360.0,1316662.0,39386411008.0,98.269,"L3Harris Technologies, Inc."
aerospace_defense,HWM,2.0 - Buy,55.54,LOW,38.17 - 55.9,411744000.0,38.17,55.9,2259184.0,2711950.0,2424727.0,22868262912.0,9.265,Howmet Aerospace Inc.
aerospace_defense,HEI-A,,136.08,LOW,121.43 - 150.42,83534304.0,121.43,150.42,503962.0,505200.0,283577.0,20826361856.0,22.759,HEICO Corporation
aerospace_defense,HEI,2.2 - Buy,172.86,LOW,153.63 - 191.0,54720600.0,153.63,191.0,337119.0,293860.0,330787.0,20826345472.0,22.759,HEICO Corporation
aerospace_defense,AXON,1.9 - Buy,250.69,HIGH,168.3 - 260.69,74933800.0,168.3,260.69,485081.0,423470.0,436314.0,18785155072.0,20.3,"Axon Enterprise, Inc."
aerospace_defense,TXT,2.4 - Buy,79.38,LOW,61.27 - 81.59,196004992.0,61.27,81.59,1029624.0,1009020.0,1232485.0,15558876160.0,36.021,Textron Inc.
aerospace_defense,HII,2.6 - Hold,254.68,LOW,188.51 - 261.42,39723500.0,188.51,261.42,204778.0,242200.0,274014.0,10116781056.0,93.841,"Huntington Ingalls Industries, Inc."
aerospace_defense,ESLT,3.0 - Hold,206.64,HIGH,162.01 - 225.22,44453800.0,162.01,225.22,6636.0,17870.0,29075.0,9185933312.0,64.086,Elbit Systems Ltd.
aerospace_defense,CW,1.3 - Strong Buy,222.5,LOW,156.76 - 224.74,38241200.0,156.76,224.74,106482.0,148530.0,175766.0,8508666880.0,57.109,Curtiss-Wright Corporation
aerospace_defense,WWD,2.6 - Hold,139.45,HIGH,88.3 - 140.73,60058100.0,88.3,140.73,254811.0,285980.0,347511.0,8375101952.0,34.612,"Woodward, Inc."
aerospace_defense,BWXT,2.1 - Buy,79.96,LOW,55.47 - 81.66,91512800.0,55.47,81.66,486550.0,540370.0,530695.0,7317363200.0,9.529,"BWX Technologies, Inc."
aerospace_defense,CAE,2.0 - Buy,21.0,LOW,18.89 - 25.04,318273984.0,18.89,25.04,254379.0,288240.0,331295.0,6697844736.0,14.556,CAE Inc.
aerospace_defense,HXL,2.5 - Buy,71.73,LOW,58.81 - 79.08,84111296.0,58.81,79.08,314627.0,377440.0,484690.0,6033303552.0,19.576,Hexcel Corporation
aerospace_defense,DRS,1.6 - Buy,19.35,HIGH,10.8 - 20.95,262370000.0,10.8,20.95,354267.0,678490.0,1104962.0,5076859392.0,8.556,"Leonardo DRS, Inc."
aerospace_defense,MOG-A,2.3 - Buy,142.15,LOW,87.84 - 147.91,29178600.0,87.84,147.91,52260.0,89780.0,139806.0,4757092352.0,51.318,Moog Inc.
aerospace_defense,MOG-B,,140.22,LOW,86.92 - 145.48,4562100.0,86.92,145.48,52.0,70.0,62.0,4757089792.0,51.318,Moog Inc.
aerospace_defense,AVAV,1.7 - Buy,126.8,HIGH,81.04 - 143.99,28135100.0,81.04,143.99,134485.0,218900.0,288770.0,3567530752.0,28.393,"AeroVironment, Inc."
aerospace_defense,ERJ,1.9 - Buy,17.89,LOW,12.11 - 20.13,183658000.0,12.11,20.13,900926.0,877870.0,1099548.0,3287108608.0,17.366,Embraer S.A.
aerospace_defense,SPR,2.4 - Buy,27.2,LOW,14.65 - 38.55,116026000.0,14.65,38.55,3922456.0,5772200.0,4364191.0,3155907328.0,-8.161,"Spirit AeroSystems Holdings, Inc."
aggressive_small_caps,BTCM,3.0 - Hold,4.15,LOW,2.0 - 6.95,11112300.0,2.0,6.95,400175.0,321600.0,211956.0,46116048.0,3.886,BIT Mining Limited
aggressive_small_caps,TLRY,2.7 - Hold,1.87,HIGH,1.5 - 3.59,755110976.0,1.5,3.59,29131120.0,32795940.0,18409408.0,1412057472.0,4.596,"Tilray Brands, Inc."
aggressive_small_caps,BB,2.9 - Hold,3.4,LOW,3.19 - 5.75,585350976.0,3.19,5.75,5437036.0,6262100.0,5390100.0,1994725760.0,1.409,BlackBerry Limited
aggressive_small_caps,SOS,5.0 - Sell,3.87,LOW,3.1 - 9.5,9177700.0,3.1,9.5,247097.0,284750.0,190512.0,35517696.0,57.005,SOS Limited
aggressive_small_caps,HYZN,3.5 - Hold,0.6445,HIGH,0.45 - 2.35,245003008.0,0.45,2.35,381932.0,455310.0,608241.0,157904448.0,0.729,Hyzon Motors Inc.
aggressive_small_caps,SAVE,3.1 - Hold,14.97,LOW,8.68 - 20.99,109168000.0,8.68,20.99,3135508.0,3397910.0,5017095.0,1634244992.0,12.055,"Spirit Airlines, Inc."
aggressive_small_caps,DOLE,2.2 - Buy,12.02,LOW,9.98 - 14.005,94929000.0,9.98,14.005,379861.0,414100.0,548354.0,1141046656.0,12.98,Dole plc
aggressive_small_caps,CANO,3.0 - Hold,3.21,LOW,3.2 - 190.0,2887610.0,3.2,190.0,261229.0,306830.0,288450.0,17354866.0,-43.161,"Cano Health, Inc."
aggressive_small_caps,CLNE,1.7 - Buy,3.41,HIGH,3.03 - 6.1,223023008.0,3.03,6.1,1062153.0,1299800.0,1826345.0,760508480.0,3.07,Clean Energy Fuels Corp.
aggressive_small_caps,AG,2.3 - Buy,5.6,LOW,4.38 - 8.78,286940992.0,4.38,8.78,9180732.0,6569210.0,6226548.0,1614692736.0,4.669,First Majestic Silver Corp.
aggressive_small_caps,AHT,2.7 - Hold,1.52,LOW,1.5 - 7.52,34513400.0,1.5,7.52,693553.0,762820.0,535504.0,58028128.0,-9.017,"Ashford Hospitality Trust, Inc."
aggressive_small_caps,HUYA,2.8 - Hold,3.43,LOW,2.155 - 6.495,237932000.0,2.155,6.495,2004416.0,1497220.0,1777706.0,816106752.0,46.941,HUYA Inc.
aggressive_small_caps,MGNI,2.1 - Buy,9.15,HIGH,6.28 - 15.73,137851008.0,6.28,15.73,912154.0,797420.0,1039779.0,1261336704.0,4.732,"Magnite, Inc."
aggressive_small_caps,EBON,,9.48,HIGH,5.3 - 18.94,4726420.0,5.3,18.94,109622.0,103630.0,68143.0,59540276.0,49.255,Ebang International Holdings Inc.
aggressive_small_caps,MUX,,6.73,LOW,5.39 - 10.0,49394900.0,5.39,10.0,382100.0,334180.0,471251.0,332427680.0,7.368,McEwen Mining Inc.
aggressive_small_caps,LAZR,2.2 - Buy,2.505,HIGH,2.3 - 10.55,304865984.0,2.3,10.55,11799983.0,8103500.0,7517909.0,1006897344.0,-0.413,"Luminar Technologies, Inc."
aggressive_small_caps,BIG,3.1 - Hold,6.38,LOW,3.47 - 19.97,29216600.0,3.47,19.97,829870.0,1030990.0,1501977.0,186401904.0,10.721,"Big Lots, Inc."
aggressive_small_caps,AMWL,2.7 - Hold,1.1,LOW,0.925 - 4.275,254623008.0,0.925,4.275,919505.0,1254590.0,2236377.0,316325888.0,1.75,American Well Corporation
aggressive_small_caps,KIRK,2.5 - Buy,2.76,HIGH,1.4 - 4.06,12923700.0,1.4,4.06,218750.0,114800.0,144100.0,37091088.0,-0.564,"Kirkland's, Inc."
aggressive_small_caps,GEO,1.7 - Buy,10.72,LOW,6.94 - 12.42,126127000.0,6.94,12.42,1182648.0,2335250.0,2393177.0,1352081536.0,10.327,"The GEO Group, Inc."
aggressive_small_caps,JKS,2.7 - Hold,30.39,LOW,25.15 - 60.44,51571700.0,25.15,60.44,708116.0,980930.0,1069469.0,1567263872.0,388.386,"JinkoSolar Holding Co., Ltd."
aggressive_small_caps,CCO,2.5 - Buy,1.67,LOW,0.99 - 2.14,483009984.0,0.99,2.14,1519701.0,2110050.0,3453556.0,806626624.0,-7.606,"Clear Channel Outdoor Holdings, Inc."
aggressive_small_caps,ETWO,3.0 - Hold,3.63,LOW,2.15 - 7.205,305999008.0,2.15,7.205,1099081.0,2098960.0,2241330.0,1110776448.0,4.978,"E2open Parent Holdings, Inc."
aggressive_small_caps,DAN,2.7 - Hold,13.11,LOW,11.1 - 19.75,144338000.0,11.1,19.75,552587.0,913230.0,1246409.0,1892271104.0,11.009,Dana Incorporated
aggressive_small_caps,SHCR,2.0 - Buy,1.03,HIGH,0.77 - 2.71,352424000.0,0.77,2.71,380967.0,657630.0,883601.0,362996704.0,1.284,"Sharecare, Inc."
agricultural_inputs,CTA-PB,,71.0,LOW,63.22 - 102.5,867806016.0,63.22,102.5,2206.0,3501.0,2948.0,61614227456.0,,"EIDP, Inc."
agricultural_inputs,CTA-PA,,56.9,LOW,51.96 - 67.99,867806016.0,51.96,67.99,341.0,1340.0,1272.0,49378164736.0,,"EIDP, Inc."
agricultural_inputs,CTVA,2.2 - Buy,46.11,LOW,43.22 - 65.21,704729024.0,43.22,65.21,3299012.0,2992640.0,4050679.0,32495054848.0,35.788,"Corteva, Inc."
agricultural_inputs,NTR,2.4 - Buy,51.23,LOW,50.72 - 85.16,494547008.0,50.72,85.16,3187644.0,1874750.0,1717293.0,25386514432.0,50.846,Nutrien Ltd.
agricultural_inputs,CF,2.6 - Hold,77.19,LOW,60.08 - 91.23,191056000.0,60.08,91.23,1621703.0,1851170.0,2081738.0,14747613184.0,29.955,"CF Industries Holdings, Inc."
agricultural_inputs,MOS,2.7 - Hold,32.78,LOW,31.44 - 57.46,326835008.0,31.44,57.46,6683746.0,4707280.0,3838316.0,10713651200.0,36.701,The Mosaic Company
agricultural_inputs,FMC,2.5 - Buy,58.21,LOW,49.49 - 133.37,124759000.0,49.49,133.37,1016224.0,1364590.0,1903437.0,7262221312.0,26.378,FMC Corporation
agricultural_inputs,SMG,2.2 - Buy,58.95,LOW,43.67 - 88.61,56679100.0,43.67,88.61,682087.0,568280.0,751312.0,3341232896.0,-4.731,The Scotts Miracle-Gro Company
agricultural_inputs,BIOX,1.8 - Buy,13.85,HIGH,9.76 - 14.2,62850000.0,9.76,14.2,90773.0,42720.0,79730.0,870472512.0,4.757,Bioceres Crop Solutions Corp.
agricultural_inputs,UAN,3.0 - Hold,68.58,LOW,60.5 - 118.38,10569600.0,60.5,118.38,22191.0,36270.0,52006.0,724863168.0,29.262,"CVR Partners, LP"
agricultural_inputs,AVD,2.0 - Buy,10.15,LOW,8.41 - 23.67,28750400.0,8.41,23.67,158720.0,236710.0,335316.0,291816544.0,12.476,American Vanguard Corporation
agricultural_inputs,IPI,3.7 - Underperform,20.12,LOW,17.23 - 34.51,13156600.0,17.23,34.51,85978.0,106780.0,133604.0,264710800.0,61.003,"Intrepid Potash, Inc."
airlines,RYAAY,1.5 - Strong Buy,122.57,HIGH,86.36 - 136.14,227962000.0,86.36,136.14,310742.0,430560.0,586764.0,27941302272.0,7.4,Ryanair Holdings plc
airlines,DAL,1.6 - Buy,38.47,LOW,30.6 - 49.81,643462976.0,30.6,49.81,42272150.0,13617190.0,10180972.0,24754022400.0,17.177,"Delta Air Lines, Inc."
airlines,LUV,3.1 - Hold,28.57,LOW,21.91 - 39.53,596115008.0,21.91,39.53,9885889.0,7740890.0,8280998.0,17031005184.0,18.543,Southwest Airlines Co.
airlines,UAL,2.0 - Buy,39.78,HIGH,33.68 - 58.23,328015008.0,33.68,58.23,26572445.0,9972310.0,8588480.0,13048436736.0,26.99,"United Airlines Holdings, Inc."
airlines,AAL,2.7 - Hold,13.21,HIGH,10.86 - 19.08,653540992.0,10.86,19.08,80523102.0,40747370.0,36443964.0,8633276416.0,-7.859,American Airlines Group Inc.
airlines,ALK,2.1 - Buy,35.17,LOW,30.75 - 57.18,128053000.0,30.75,57.18,4431968.0,3324790.0,3857785.0,4503623680.0,32.198,"Alaska Air Group, Inc."
airlines,CPA,1.8 - Buy,95.5,LOW,78.12 - 121.2,31146000.0,78.12,121.2,604693.0,305510.0,282293.0,4019031552.0,47.538,"Copa Holdings, S.A."
airlines,SKYW,2.8 - Hold,49.72,HIGH,16.59 - 53.76,40943700.0,16.59,53.76,281811.0,277670.0,390895.0,2035720832.0,51.836,"SkyWest, Inc."
airlines,SAVE,3.1 - Hold,14.97,LOW,8.68 - 20.99,109168000.0,8.68,20.99,3135508.0,3397910.0,5017095.0,1634244992.0,12.055,"Spirit Airlines, Inc."
airlines,ALGT,2.8 - Hold,76.11,HIGH,54.87 - 130.93,18401200.0,54.87,130.93,160476.0,194830.0,260469.0,1400515328.0,74.697,Allegiant Travel Company
airlines,ATSG,1.9 - Buy,16.36,HIGH,14.03 - 28.7,65272900.0,14.03,28.7,358574.0,611040.0,712893.0,1067864704.0,20.781,"Air Transport Services Group, Inc."
airlines,AZUL,2.1 - Buy,8.56,LOW,3.82 - 13.865,115837000.0,3.82,13.865,1282877.0,1179050.0,1313656.0,1009643520.0,-61.231,Azul S.A.
airlines,VLRS,1.8 - Buy,8.46,LOW,5.52 - 15.05,115208000.0,5.52,15.05,1279287.0,474540.0,576045.0,1007839808.0,0.112,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V."
airlines,SNCY,2.4 - Buy,13.32,HIGH,12.39 - 23.8,53821400.0,12.39,23.8,396019.0,428950.0,472030.0,716901056.0,9.594,"Sun Country Airlines Holdings, Inc."
airlines,HA,2.8 - Hold,13.74,HIGH,3.7 - 14.71,51636500.0,3.7,14.71,726555.0,1141850.0,3283470.0,712583872.0,3.462,"Hawaiian Holdings, Inc."
airports_air_services,ASR,3.1 - Hold,280.58,LOW,165.0 - 314.48,30000000.0,165.0,314.48,30101.0,37640.0,51712.0,8466192384.0,141.82,"Grupo Aeroportuario del Sureste, S. A. B. de C. V."
airports_air_services,PAC,2.7 - Hold,159.65,LOW,107.25 - 200.85,50527700.0,107.25,200.85,40496.0,52490.0,82112.0,8077890560.0,35.294,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V."
airports_air_services,CAAP,2.0 - Buy,16.48,LOW,8.63 - 16.9,256204992.0,8.63,16.9,91627.0,117260.0,121296.0,4222258176.0,5.433,Corporación América Airports S.A.
airports_air_services,OMAB,2.7 - Hold,75.64,HIGH,50.23 - 100.21,48271200.0,50.23,100.21,34837.0,60480.0,114025.0,4106094592.0,21.797,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V."
airports_air_services,JOBY,2.9 - Hold,5.89,LOW,3.68 - 11.98,696318976.0,3.68,11.98,3212698.0,4128510.0,5437261.0,4101318656.0,1.597,"Joby Aviation, Inc."
aluminum,AA,2.9 - Hold,30.03,LOW,23.07 - 57.609,178472000.0,23.07,57.609,3933935.0,5110550.0,5941737.0,5359514112.0,25.264,Alcoa Corporation
aluminum,CSTM,1.8 - Buy,18.24,LOW,13.34 - 20.68,146820000.0,13.34,20.68,460028.0,638710.0,751201.0,2677996800.0,6.055,Constellium SE
aluminum,KALU,3.3 - Hold,63.85,HIGH,53.67 - 94.55,16014500.0,53.67,94.55,60762.0,88010.0,118141.0,1022525824.0,40.31,Kaiser Aluminum Corporation
aluminum,CENX,2.7 - Hold,10.89,HIGH,5.7 - 13.17,92404704.0,5.7,13.17,1153247.0,1838090.0,1579611.0,1006287232.0,3.608,Century Aluminum Company
apparel_manufacturing,RL,2.3 - Buy,138.02,LOW,103.17 - 148.04,39751800.0,103.17,148.04,1258683.0,736400.0,808703.0,8920660992.0,36.618,Ralph Lauren Corporation
apparel_manufacturing,PVH,2.3 - Buy,119.96,LOW,69.27 - 123.91,59637500.0,69.27,123.91,655688.0,779210.0,963233.0,7154114560.0,84.348,PVH Corp.
apparel_manufacturing,LEVI,2.2 - Buy,15.9,LOW,12.415 - 19.355,100041000.0,12.415,19.355,1078499.0,1291310.0,1774640.0,6314446336.0,4.889,Levi Strauss & Co.
apparel_manufacturing,VFC,2.7 - Hold,16.21,LOW,12.85 - 32.13,388883008.0,12.85,32.13,7198395.0,6129420.0,8632316.0,6303793152.0,5.683,V.F. Corporation
apparel_manufacturing,GIL,2.2 - Buy,31.45,LOW,26.98 - 37.65,172200000.0,26.98,37.65,1180195.0,986540.0,953212.0,5421571584.0,11.455,Gildan Activewear Inc.
apparel_manufacturing,COLM,2.8 - Hold,77.39,HIGH,66.01 - 98.32,60507800.0,66.01,98.32,296237.0,368170.0,425585.0,4682698752.0,31.314,Columbia Sportswear Company
apparel_manufacturing,UA,2.0 - Buy,7.6,LOW,5.86 - 11.415,214916992.0,5.86,11.415,2652478.0,2672320.0,3439299.0,3401402624.0,4.773,"Under Armour, Inc."
apparel_manufacturing,UAA,2.4 - Buy,7.92,LOW,6.29 - 13.05,188786000.0,6.29,13.05,7767103.0,5984270.0,6619396.0,3401402624.0,4.773,"Under Armour, Inc."
apparel_manufacturing,KTB,2.0 - Buy,57.53,LOW,37.1 - 63.96,56180200.0,37.1,63.96,225422.0,396450.0,480075.0,3232046848.0,6.188,"Kontoor Brands, Inc."
apparel_manufacturing,ZGN,2.3 - Buy,10.85,LOW,10.4 - 16.36,250310000.0,10.4,16.36,454522.0,561000.0,391288.0,2715863552.0,3.044,Ermenegildo Zegna N.V.
apparel_manufacturing,OXM,2.7 - Hold,95.64,LOW,82.33 - 123.37,15625100.0,82.33,123.37,123920.0,167870.0,166066.0,1494384512.0,40.135,"Oxford Industries, Inc."
apparel_manufacturing,GIII,2.8 - Hold,31.78,HIGH,13.59 - 35.68,45727700.0,13.59,35.68,463952.0,555700.0,594909.0,1453226368.0,32.875,"G-III Apparel Group, Ltd."
apparel_manufacturing,GOOS,3.0 - Hold,11.78,LOW,9.8 - 24.73,49917000.0,9.8,24.73,1285309.0,1125360.0,1545048.0,1191629440.0,3.459,Canada Goose Holdings Inc.
apparel_manufacturing,FIGS,2.6 - Hold,6.1,LOW,5.155 - 10.2,161119008.0,5.155,10.2,3302585.0,4137650.0,3145235.0,1031723520.0,2.101,"FIGS, Inc."
apparel_retail,TJX,1.8 - Buy,95.03,LOW,72.92 - 95.65,1139680000.0,72.92,95.65,2958863.0,4604160.0,5320833.0,108303785984.0,5.99,"The TJX Companies, Inc."
apparel_retail,LULU,2.0 - Buy,479.94,HIGH,286.58 - 516.39,121075000.0,286.58,516.39,1050700.0,1165010.0,2140935.0,60564107264.0,27.93,Lululemon Athletica Inc.
apparel_retail,ROST,2.0 - Buy,136.58,HIGH,99.0 - 139.32,336665984.0,99.0,139.32,930844.0,1667270.0,2221541.0,45981839360.0,13.601,"Ross Stores, Inc."
apparel_retail,BURL,2.0 - Buy,191.76,LOW,115.66 - 239.94,64525300.0,115.66,239.94,745026.0,819990.0,1670835.0,12373370880.0,13.301,"Burlington Stores, Inc."
apparel_retail,GPS,3.0 - Hold,20.24,LOW,7.22 - 22.08,370832992.0,7.22,22.08,5277910.0,6026530.0,9188411.0,7505659904.0,6.631,"The Gap, Inc."
apparel_retail,ANF,2.4 - Buy,96.79,LOW,21.74 - 99.49,50405500.0,21.74,99.49,1577847.0,1728270.0,1562587.0,4878748160.0,17.184,Abercrombie & Fitch Co.
apparel_retail,AEO,2.8 - Hold,20.89,LOW,9.95 - 21.68,197538000.0,9.95,21.68,3623672.0,5143330.0,5107427.0,4126568704.0,8.8,"American Eagle Outfitters, Inc."
apparel_retail,URBN,2.7 - Hold,39.11,HIGH,24.73 - 39.71,92784304.0,24.73,39.71,1369969.0,2094670.0,1881411.0,3628794112.0,22.057,"Urban Outfitters, Inc."
apparel_retail,FL,3.1 - Hold,28.57,LOW,14.84 - 47.22,94161800.0,14.84,47.22,2120182.0,2811390.0,3965766.0,2690202624.0,34.037,"Foot Locker, Inc."
apparel_retail,CRI,3.0 - Hold,72.73,LOW,60.66 - 86.76,36824800.0,60.66,86.76,714894.0,593470.0,679780.0,2678267904.0,21.242,"Carter's, Inc."
apparel_retail,BOOT,1.7 - Buy,72.38,LOW,64.33 - 104.91,30283800.0,64.33,104.91,542277.0,1138780.0,934980.0,2191941376.0,28.147,"Boot Barn Holdings, Inc."
apparel_retail,BKE,3.5 - Hold,39.67,LOW,30.18 - 48.15,50445400.0,30.18,48.15,490868.0,672410.0,428517.0,2001168896.0,9.574,"The Buckle, Inc."
apparel_retail,VSCO,2.6 - Hold,23.75,LOW,13.62 - 47.22,77434896.0,13.62,47.22,1312873.0,1832570.0,2380679.0,1839078784.0,2.857,Victoria's Secret & Co.
apparel_retail,GES,2.6 - Hold,22.78,LOW,17.21 - 24.84,53700300.0,17.21,24.84,479098.0,812980.0,944245.0,1223292928.0,9.573,"Guess?, Inc."
apparel_retail,CAL,2.3 - Buy,29.44,LOW,16.85 - 31.99,35502200.0,16.85,31.99,287246.0,308800.0,382790.0,1045184768.0,14.444,"Caleres, Inc."
apparel_retail,HIBB,2.1 - Buy,65.67,HIGH,34.86 - 73.74,11771800.0,34.86,73.74,213681.0,175560.0,247790.0,773054080.0,33.05,"Hibbett, Inc."
apparel_retail,SCVL,2.0 - Buy,26.57,HIGH,19.24 - 30.94,27131600.0,19.24,30.94,146171.0,184390.0,227870.0,720886592.0,21.006,"Shoe Carnival, Inc."
apparel_retail,CURV,3.0 - Hold,5.91,LOW,1.21 - 6.86,104103000.0,1.21,6.86,110051.0,273700.0,199811.0,615248704.0,-2.01,Torrid Holdings Inc.
apparel_retail,ZUMZ,3.0 - Hold,18.1,HIGH,13.19 - 28.97,19834000.0,13.19,28.97,134914.0,273350.0,255703.0,358995392.0,21.233,Zumiez Inc.
apparel_retail,GCO,2.7 - Hold,27.89,LOW,17.31 - 51.04,11489000.0,17.31,51.04,84411.0,147910.0,150000.0,327322624.0,46.611,Genesco Inc.
apparel_retail,PLCE,2.5 - Buy,21.06,HIGH,14.27 - 48.88,12477300.0,14.27,48.88,307904.0,392940.0,624037.0,262771936.0,9.464,"The Children's Place, Inc."
apparel_retail,JILL,1.7 - Buy,23.63,LOW,18.85 - 32.26,10602700.0,18.85,32.26,88424.0,121460.0,117422.0,250541792.0,2.986,"J.Jill, Inc."
apparel_retail,CTRN,2.2 - Buy,28.22,HIGH,14.21 - 34.94,8544340.0,14.21,34.94,36895.0,84820.0,78748.0,241121264.0,18.334,"Citi Trends, Inc."
apparel_retail,TLYS,2.7 - Hold,7.4,LOW,6.05 - 9.5,22667600.0,6.05,9.5,70582.0,123580.0,107011.0,221805376.0,5.5,"Tilly's, Inc."
apparel_retail,DLTH,3.0 - Hold,5.23,HIGH,4.65 - 7.88,31111100.0,4.65,7.88,20740.0,46580.0,109695.0,180305824.0,6.298,Duluth Holdings Inc.
asset_management,BX,2.3 - Buy,119.34,LOW,76.19 - 133.53,710545024.0,76.19,133.53,2044836.0,3803000.0,3794603.0,144345300992.0,10.049,Blackstone Inc.
asset_management,BLK,1.9 - Buy,799.6,LOW,596.18 - 819.0,148500000.0,596.18,819.0,880587.0,576340.0,666946.0,118740598784.0,259.341,"BlackRock, Inc."
asset_management,KKR,1.7 - Buy,81.79,LOW,47.46 - 85.66,885009024.0,47.46,85.66,1991907.0,2513640.0,3465053.0,72704606208.0,23.07,KKR & Co. Inc.
asset_management,BN,2.2 - Buy,39.18,LOW,28.25 - 41.05,1555320064.0,28.25,41.05,1444089.0,1866820.0,2663975.0,61036171264.0,25.9,Brookfield Corporation
asset_management,APO,2.2 - Buy,95.41,LOW,55.16 - 97.27,567555008.0,55.16,97.27,1378381.0,2340150.0,2500803.0,54150426624.0,12.413,"Apollo Global Management, Inc."
asset_management,BK,2.1 - Buy,54.85,LOW,39.65 - 55.284,759344000.0,39.65,55.284,8419410.0,4245840.0,4704925.0,41650016256.0,48.236,The Bank of New York Mellon Corporation
asset_management,AMP,2.2 - Buy,376.4,LOW,275.09 - 386.33,101196000.0,275.09,386.33,354152.0,445260.0,514935.0,38090174464.0,37.729,"Ameriprise Financial, Inc."
asset_management,ARES,2.4 - Buy,118.09,LOW,71.36 - 120.99,185587008.0,71.36,120.99,631700.0,731030.0,929572.0,36278308864.0,9.226,Ares Management Corporation
